,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Spta1,10.69,4.98,5.26,1.17,1.5,0.96,3.69,0.39,0.47,2.56,1.35,0.56
Ifi202b,1.68,1.22,1.25,0.41,0.74,0.28,0.2,0.58,0.59,0.58,0.86,0.35
Ifi211,0,0.2,0.08,0.04,0.12,0.05,0,0,0,0.16,0.25,0.05
Apcs,0.11,0.13,0.2,0,0,0,0,0,0,0,0,0
Dusp23,0.36,0.56,0.95,0.72,1.08,0.64,0.36,1.04,0.77,0.58,0.84,0.41
Cfap45,0.83,0.29,1.14,0.42,0.76,0.57,1.71,0.45,1.29,0.96,0.77,0.87
Tagln2,34.55,22.69,46.33,12.1,19.71,31.24,56.66,14.64,13.49,15.21,38.71,38.55
Slamf9,0.36,0.14,0.43,0.17,0.23,0.17,0.31,0.42,0.22,0.03,0.4,0.15
Copa,106.51,70.59,115.72,69.49,128.03,82.21,120.06,94.35,135.42,138.9,103.37,100.99
Dcaf8,99.66,67.66,99.28,58.23,95.38,66.53,90.77,60.46,70.49,101.83,102.24,110.64
Vangl2,10.51,6.13,10.54,4.54,6.59,4.77,6.21,4.44,5.6,5.68,7.32,6.14
Uck2,78.8,65.29,102.72,64.03,70.39,90.87,89.92,53.08,69.85,54.85,102.16,73.37
Fmo9,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0
Tada1,20.99,15.91,24.7,17.86,23.38,14.09,18.64,20.86,20.76,22.13,10.49,13.98
Dusp27,1.78,1.13,1.46,0.84,0.85,1.04,1.98,0.43,0.33,0.58,0.57,0.84
Pou2f1,16.69,13.53,10.91,5.38,15.03,8.09,11.97,3.29,9.83,20.44,20.61,15.45
Mpzl1,103.94,81.33,108.37,66.36,82.91,61.67,88.89,61.06,71.54,75.65,100.16,84.94
Adcy10,0.77,0.42,0.64,0.99,0.73,0.03,0.16,0.31,0.7,0.67,0.43,0.3
Mpc2,53.67,41.11,66.13,56.1,65.66,44.06,56.57,98.38,82.99,66.6,57.07,61.16
Dcaf6,24.59,17.17,21.88,22.51,37.12,16.66,23.93,33.32,61.8,56.02,35.38,31.39
Tbx19,0,0,0,0,0.02,0.03,0,0,0.02,0.05,0.01,0
Xcl1,0,0,0,0,0,0,0,0,0,0,0,0
Dpt,0,0.02,0.03,0,0.03,0,0,0.13,0.13,0.15,0.33,0.02
Nme7,78.66,41.53,81.91,34.06,77.8,32.99,59.28,62.24,59.21,29.27,53.56,37.95
Atp1b1,78.1,48.18,107.84,59.59,95.46,37.71,64.75,83.16,90.07,96.42,36.65,45.23
Blzf1,25.24,16.37,25.13,17.05,34.23,18.77,31.42,23.33,34.76,26.09,25.37,24.45
Ccdc181,12.41,10.17,13.94,12.15,23.24,10.09,11.85,35.48,71.48,40.01,18.96,13.33
F5,0.9,0.6,0.93,0.23,0.36,0.21,0.24,0.17,0.36,0.57,0.14,0.13
Selp,0.04,0.01,0.02,0.03,0,0,0.07,0.48,0,0.11,0.22,0.03
Sell,0.04,0.05,0.03,0.11,0.05,0.01,0.02,0.12,0.17,0.35,0.03,0.03
Sele,0.02,0,0,0,0,0,0.03,0,0,0,0.03,0.01
Scyl3,10.99,5.46,9.91,5.92,10.13,5.05,9.04,5.9,9.23,8.58,5.21,6.08
Kifap3,49.06,31.82,48.65,23.46,38.67,22.37,33.01,24.39,29,31.1,29.97,31.34
Prrx1,15.1,9.28,12.06,2.04,3.53,0.83,2.11,3.01,3.19,4.01,2.49,2.2
Astn1,2.49,1.29,1.74,0.41,0.68,0.34,0.72,0.36,0.41,0.68,0.43,0.57
Sec16b,0.95,0.44,1.33,0.36,0.7,1.03,1.65,0.54,0.8,1.07,0.93,1.15
Tex35,0.14,0.21,0.32,0.07,0,0.08,0.07,0.07,0,0,0.07,0
Ralgps2,73.89,46.62,89.52,41.6,86.26,76.62,115.53,50.72,75.59,97.45,82.46,89.94
Abl2,18.35,11.61,14.75,11.46,31.4,14.87,21.83,9.05,17.88,24.84,47.41,32.51
Soat1,181.13,105.23,190.1,81.59,175.62,40.4,73.38,82.32,117.09,162.75,78.14,81.63
Axdnd1,2.43,1.65,2.25,1.4,1.62,1.25,1.23,1.83,2.98,2.51,1.93,1.59
Nphs2,2.52,1.38,2.03,1.19,1.38,0.47,0.48,0.56,0.75,0.83,0.45,0.67
Smyd2,90.45,69.47,99.08,124.11,153.58,85.15,112.3,183.62,130.76,120.35,88.69,90.88
Ptpn14,11.39,9.28,9.21,4.57,12.76,3.98,5.61,4.17,6.66,12.44,7.94,6.59
Cenpf,50.19,28.7,51.58,34.51,58.78,49.5,83.68,32.2,47.67,55.72,88.65,67.46
Kctd3,25.1,17.08,28.15,22.35,42.75,23.74,33.35,32.99,47.87,38.89,26.43,31.56
Ush2a,0.02,0.1,0.08,0.01,0.38,0.1,0.01,0.01,0.1,0.21,0.34,0
Esrrg,1.95,1.41,1.47,0.18,0.31,0.14,0.47,0.25,0.21,0.2,0.13,0.19
Spata17,0.87,0.36,0.41,0.49,0.86,0.59,0.84,0.96,1.82,1.63,1.31,1.25
Slc30a10,2.66,1.18,1.46,0.1,0.14,0.11,0.39,0.13,0.12,0.54,0.07,0.13
Eprs,114.02,68.91,110.64,69.12,147.7,94.07,140.91,83.94,142.67,112.07,123.64,104.85
Cr2,0.06,0,0.02,0.01,0,0,0,0,0,0,0.01,0
Bpnt1,19.26,13.97,19.68,22.63,41.76,25.5,31.21,37.94,51.72,42.55,35.98,33.69
Iars2,26.7,18.84,30.86,23.28,45.56,30.5,39.87,31.51,45.56,49.16,48.16,46.03
Mark1,12.34,10.16,11.53,13.89,21.98,13.36,17.5,15.14,22.56,23.86,13.04,16.41
Mtarc1,0,0,0.04,0,0.05,0,0,0.03,0,0.07,0,0
Nek2,23.52,15.22,22.4,19.98,40.65,26.37,34.94,23.59,29.64,28.31,24.41,27.04
Lpgat1,39.02,33.29,32.73,22.98,40.7,22.05,22.8,15.78,28.35,53.7,20.36,20.51
Ppp2r5a,38.1,21.52,38.95,21.91,38.39,20.13,31.1,20.78,32.31,27.39,27.63,33.09
Pacc1,38.86,25.58,37.69,40.7,60.31,18.3,30.18,51.59,46.64,50.58,22.35,26.15
Atf3,2.47,1.31,2.27,0.84,2.36,1.73,1.63,1.63,1.57,2.07,3.18,1.3
Batf3,0.93,1.37,1.55,1.91,3.01,1.47,2.11,3.98,3.28,3.51,1.81,2.13
Tatdn3,13.33,4.71,15.35,5.17,10.87,5.24,8.19,8.14,12.18,7.05,5.4,5.64
Angel2,53.65,43.42,55.79,36.3,61.97,36.78,43,26.32,49.12,48.37,70.19,40.82
Traf5,8.75,4.31,10.19,3.83,4.65,3.69,5.9,6.17,8.87,5.81,3.79,3.74
Irf6,3.47,1.94,2.06,2.08,3.69,0.69,0.64,1.78,1.93,1.7,3.19,2.2
Lamb3,1.61,0.19,0.59,0.51,1.45,0.05,0.03,0.56,0.25,1.14,0.06,0.01
Plxna2,10.97,8.08,9.64,3.77,6.45,1.61,2.32,2.86,4.39,7.56,2.36,2.22
Usf1,75.07,33.38,86.49,38.23,63.33,27.84,67.72,63.26,38.96,36.33,70.8,59.87
Nmt2,56.59,39.33,56.74,61.44,138.23,56.09,79.66,93.99,197.15,159.42,87.46,78.81
Acbd7,1.44,1.03,1.62,0.59,2.24,2.09,0.89,1.31,1.07,0.74,3.85,6.46
Olah,0,0,0.03,0,0.04,0.06,0.1,0.03,0,0.03,0.13,0.02
Suv39h2,19.45,14.9,20.24,21.91,26.75,26.9,25.73,22.62,32.75,41.76,22.18,31.48
Dclre1c,5.4,3.47,5.63,3.03,3.8,3.52,4.43,2.09,4.53,5.96,4.37,5.44
Cfap126,1.87,2.63,2.15,4.85,4.77,0.77,0.48,7.95,5.48,4.68,1.79,0.7
Meig1,0,0,0.3,0.09,0.25,0.77,1.3,0.36,0.23,0.3,5.89,5.54
Fam107b,37.03,26.01,44.95,12.74,36.21,13.36,23.01,20.05,46.68,32.93,26.83,14.14
Fcgr2b,0.38,0.34,0.3,0.37,0.82,0.21,0.14,1.38,0.98,1.13,0.54,0.17
Frmd4a,29.58,16.93,26.93,5.68,12.56,11.88,20.84,6.19,7.65,11.23,15.64,16.19
Dusp12,7.36,6.44,12.92,7.08,11,7.27,7.01,8.84,6.17,7.13,3.7,5.66
Sephs1,50.97,31.53,59.95,30.14,51.17,35.83,48.9,30.32,32.38,36.9,24.65,33.31
Atf6,8.19,5.82,7.34,4.76,7.99,4.51,6.93,4.41,7.74,8.87,6.56,6.81
Phyh,40.89,28.19,46.53,27.17,40.47,22.14,31.27,39.71,39.19,22.21,26.09,27.39
Uhmk1,23.23,12.76,19.33,8.47,23.37,8.71,17.8,6.78,15.04,20.25,14.08,15.31
Ucma,0,0,0,0.12,0.18,1.17,2.12,0.16,0,0,3.16,1.98
Mcm10,29.39,24.26,34.4,23.88,37.47,38.17,34.26,17.52,18,21.02,38.05,36.16
Uap1,50.95,31.15,48.14,24.8,48.65,30.57,39.05,41.7,55.81,55.16,28.56,40.74
Optn,8.12,8.46,11.05,9.69,15.33,20.09,18.92,15.69,17.01,18.81,32.81,23.68
Ddr2,11.71,6.01,10.31,0.93,2.57,1.44,3.62,0.97,1.78,2.42,4.8,3.74
Hsd17b7,7.84,5.52,9.17,3.73,7.74,4.36,5.9,3.17,4.4,6.1,11.07,11.48
Ccdc3,5.17,2.6,5.03,2.71,3.95,3.31,3.42,2.16,1.33,2.31,2.32,3.66
Rgs5,29.08,20.17,26.2,4.55,5.94,1.88,1.52,2.2,2.93,2.72,5.27,4.3
Enkur,0.88,0.7,0.99,0.82,2.16,2.17,2.03,2.01,1.58,0.89,9.95,3.77
Nuf2,50.65,34.68,54.24,27.74,42.34,48.29,65.18,33.18,37.83,41.68,49.79,51.64
Lmx1a,3.02,1.71,2.64,0.27,0.34,0.26,0.19,0.11,0.08,0.11,0.11,0.13
Aldh9a1,20.47,14.28,30.91,16.28,26.27,17.55,23.78,19.93,21,19.3,13.73,18.47
Mgst3,10.18,6.09,10.42,7.91,10.68,7.26,12.01,17.13,11.1,11.15,4.72,7.51
Fmo3,0,0,0,0,0,0,0,0,0,0,0,0
Fmo4,0.26,0.05,0.24,0.01,0.2,0.26,0.74,0.09,0.09,0,0.95,0.41
Eef1aknmt,12.4,5.22,15.95,6.13,12.89,6.82,15.5,8.61,8.02,7.92,10.15,10.31
Vamp4,30.63,19.07,33.58,17.53,32.39,17.47,26.34,34.05,37.31,29.7,24.04,24.43
Myoc,1.46,0.96,1.7,0.4,0.48,1.07,2.03,0.58,0.6,0.48,1.14,0.85
Pigc,17.94,17.13,23.52,12.97,13.06,14.02,16.44,14.18,14.39,15.08,14.83,13.89
Tnfsf4,0.08,0.03,0,0.06,0.12,0.05,0.05,0.04,0,0.07,0.08,0.02
Prdx6,158.69,82.1,233.26,85.34,140.73,68.45,118.07,140.25,73.81,63.25,51.79,74.39
Klhl20,14.64,10.14,14.56,10.04,16.83,9.86,17.16,9.87,18.84,16.91,18.2,16.04
Nsun6,6.88,3.75,5.76,4.47,5.75,3.43,5.09,5.73,8.03,5.93,5.43,5.87
Cenpl,8.53,4.1,9,5.67,8.38,5.89,10.48,8.93,10.32,10.71,3.92,6.78
Dars2,18.07,12.81,18.55,18.9,31.29,19.78,22.33,29.04,32.8,32.78,20.69,23.29
Mrc1,16.83,8.26,12.99,3.16,3.67,2.39,3.35,2.69,1.86,2.53,2.99,2.72
Serpinc1,0.28,0.12,0.37,0.16,0.15,0.09,0.38,0.24,0.17,0.11,0.28,0.32
Stam,46.99,28.52,46.38,24.77,41.78,22.18,40.33,19.86,30.37,33.1,24.66,31.32
Rabgap1l,26.48,15.52,24.77,13.38,43.21,10.54,23.24,20.29,54.5,49.59,29.39,21.07
Trdmt1,6.37,5.26,7.79,7.83,12.8,7.9,9.58,9.94,16.52,15.52,9.85,10.88
Tnn,0.05,0.04,0.06,0.01,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.01
Cubn,0.68,0.37,0.63,0.68,1.65,0.14,0.26,0.54,0.94,1.43,0.25,0.16
Rsu1,78.87,62.58,72.86,53.24,62.8,56.89,70.56,48.01,56.55,58.55,79.62,64.71
Vim,1057.15,494.35,1599.65,534.03,1119.37,695.69,1364.7,806.39,788.43,634.55,608.01,781.87
4930562F07Rik,0.16,0,0.1,0.2,0.12,0,0,0.52,0.37,0.45,0.17,0.13
Pter,13.87,8.17,11.88,9.22,16.06,9.28,10.41,19.79,16.21,14.63,9.44,9.5
4921504E06Rik,0,0,0,0,0,0.09,0.47,0.03,0,0.04,0,0.02
Ptf1a,0,0,0,0,0,0,0,0,0,0,0,0
4930426L09Rik,0.42,0.41,0.72,0.43,0.36,0.61,0.41,0.24,0.51,0.46,0.19,0.56
Pip4k2a,18.44,11.78,16.42,12.33,23.53,18.06,25.22,13.09,21.24,16.36,22.75,21.31
Bmi1,48.46,27.63,41.27,25.59,59.89,27.38,48.92,35.92,61.39,51.14,30.99,38.74
Dnajc1,24.37,15.95,22.75,14.13,29.47,11.94,23.56,23.54,32.9,19.75,27.77,20.12
Mllt10,39.76,27.66,35.92,23.73,40.13,27.06,40.92,23.05,37.11,35.81,27.46,34.65
Plxdc2,20.99,13.63,22.06,10.08,19.63,15.84,24.69,19.07,18.09,16.67,20.48,17.92
Nek6,19.25,12.32,26.01,13.07,16.51,11.51,16.42,13.65,12.35,14.48,12.65,12.95
Psmb7,236.73,261.68,270.39,282.74,251.89,322.59,270.71,287.16,210.26,289.24,298.17,411.37
Nr5a1,58.81,39.26,103.34,51.36,69.37,50.51,72.41,53.43,53.38,51.07,43.54,56.12
Ppp6c,53.84,42.81,57.51,41.18,54.42,40.37,50.72,38.06,47.35,67.67,44.21,57.66
Golga1,22.7,14.96,21.87,11.47,16.03,11.13,19.1,10.41,23.13,19.32,13.45,14.63
Arpc5l,47.03,29.51,61.91,38.98,58.81,37.37,48.97,63.97,49.96,44.89,35.5,37.98
Orc4,121.77,95.28,109.74,105.92,127.99,105.11,153.44,108.72,171.72,125.64,158.94,151.06
Kif5c,5.63,3.1,3.57,1.77,4.42,3.74,3.8,2.55,3.1,3.52,12.49,5.02
Lypd6b,3.87,3.81,2.39,8.21,10.52,0.5,0.39,10.17,7.09,9.42,0.2,0.4
Mmadhc,79.06,56.73,98.14,65.32,95.74,60.49,76.3,98.15,104.74,112.96,92.37,94.71
Mindy3,11.83,6.97,19.99,6.52,12.39,8.1,10.38,8.94,11.4,15.75,8.39,9.61
Itga8,53.41,33.65,58.67,12.4,19.92,19.93,35.18,7.12,12.34,24.91,8.3,17.43
Il2ra,0,0,0.02,0.01,0,0.01,0.01,0,0.01,0,0.03,0
Spopl,14.26,11.24,12.16,7.84,15.73,7.07,14.53,8.65,21.2,32.04,18.88,19.66
Pfkfb3,19.31,12.55,21.84,8.86,18.2,13.81,19.57,4.46,6.61,6.95,20.08,22.59
Potegl,0,0.05,0,0,0,0,0.05,0.02,0,0,0,0
Yme1l1,52.63,36.1,55.27,31.6,50.6,38.1,49.79,32.03,37.89,41.92,48.94,51.23
Prkcq,1.21,0.9,1.24,1.24,2.86,1.56,1.66,3,2.61,2.31,3.7,1.36
Mastl,9.21,6.58,9.14,4.87,7.16,7.62,10.74,4.83,7.41,9.72,7.89,8.84
Acbd5,25.78,16.93,25.44,12.47,29.4,14.79,23.34,11.37,19.22,21.22,21.19,20.8
Abi2,37.03,22.85,34.49,19.01,36.38,14.78,24.97,21.33,35.99,34.56,23.22,20.17
Pdss1,10.6,6.81,11.24,7.3,10.93,8.91,11.98,9.98,8.43,9.83,6.69,8.09
Pkn3,7.41,6.06,8.69,3.21,2.72,4.48,5.33,3.26,4.21,4.47,2.5,4.3
Apbb1ip,1.83,1.2,1.85,1.15,2.45,1.05,1.36,1.64,2.31,2.05,1.81,1.52
Gad2,0.13,0.11,0.09,0.1,0.12,0.2,0.25,0.02,0.15,0.08,0.08,0.23
Zbtb43,14.12,9.83,14.24,10.96,22.79,10.19,15.67,8.01,15.24,18.59,48.93,30.35
Odf2,82.26,59.2,100.68,58.29,102.79,69.83,93.91,44.89,52.5,74.86,84.18,86.5
Slc2a8,2.39,1.47,2.87,1.74,2.28,1.43,1.93,2.84,2.32,2.37,1.22,1.38
Lrsam1,8.01,4.57,9.98,6.07,13.58,6.14,9.61,8.43,10.68,11.59,8.95,9.54
Niban2,15.31,11.33,16.68,8.23,15.1,11.47,16.77,11.01,12.71,11.7,18.37,12.53
Stxbp1,14.46,9.47,14.29,13.06,21.85,7.05,11.12,16.24,18.65,20.2,8.88,7.15
Coq4,7.47,3.78,7.87,5.11,6.05,4.5,8.72,6.98,4.54,6.53,5.39,5.28
Med27,7.85,5.16,10.11,3.92,5.48,7.24,7.93,6.34,6.39,5.95,5.08,6.49
Ttf1,14.27,10.88,14.4,8.55,15.89,10.23,14.53,8.94,15.05,14.27,18,14.32
Barhl1,0.44,0.22,0.43,0.06,0.11,0.02,0.07,0.07,0.12,0.1,0,0
Ddx31,6.85,5.27,8.91,6.75,11.48,7.87,11.71,7.62,10.67,8.51,9.08,9.21
Ak8,0.32,0.15,0.32,0.21,0.33,0.06,0.22,0.32,0.25,0.31,0.47,0.26
Spaca9,0.84,0.7,1,1.22,1.21,0.34,0.36,1.35,2.36,0.86,0.8,0.38
Dpm2,24.79,16.47,34.27,20.07,28.53,19.51,28.57,33.72,21.33,19.63,20.09,20.93
St6galnac6,11.37,5.99,11.66,8.8,14.38,5.38,8.32,12.41,9.96,10.84,6.5,7.22
Tsc1,12.92,8.21,13.43,7.79,17.92,9.21,14.31,10.03,18.64,20.73,25.22,24.3
Eng,16.44,8.23,16.82,8.2,15.08,6.89,13.41,10.9,10.89,11.18,8.63,9.72
Gfi1b,2.96,0.52,1.72,0.16,0.28,0.23,0.81,0.44,0.07,1.55,0.09,0.26
Gtf3c5,24.81,14.44,24.31,14.92,27.66,15.94,23.28,22.19,21.34,19.2,18.66,19.02
Ak1,25.21,20.82,23.77,21.87,23.78,26.23,24.62,16.84,8.86,16.73,11.66,12.82
Cel,0,0,0,0,0,0,0,0,0.03,0,0,0
Slc25a25,11.52,7.57,11.28,6.41,14.78,8.44,10.27,15.05,33.73,22.66,15.88,11.69
Ptges2,8.33,6.44,8.73,8.11,11.74,6,7.71,12.24,10.9,8.63,6.83,5.87
Ralgds,20.66,13.81,22.58,15.3,22.75,14.97,17.92,15.93,21.2,18.77,18.69,18.21
Lcn2,1.1,0.32,0.39,1.1,0.86,0,0.06,0.42,0.28,0.26,0.09,0
Kcnj3,0.19,0.12,0.34,0.6,1.05,1.96,3.46,1.09,1.71,1.61,3.94,4.81
Dnm1,19.89,13.8,25.5,8.85,9.71,11.76,19.44,9.45,6.51,9.2,5.59,8.84
Nr4a2,2.63,1.96,2.88,1.13,1.45,1.21,1.52,1.37,1.5,1.71,1.57,1.2
Gpd2,10.93,8.23,9.37,6.7,13.37,4.22,5.52,7.04,11.45,14.4,4.41,5.17
Galnt5,0.66,0.31,0.42,0.09,0.24,0.2,0.41,0.15,0.21,0.35,0.38,0.33
Gbgt1,0.2,0.23,0.3,0.16,0.87,0.26,0.8,0.48,1.11,0.86,1.4,0.84
Ermn,0.05,0.05,0.08,0.01,0.01,0.01,0,0,0,0,0,0
Pierce1,4.37,5.35,3.52,8.15,5.86,3.25,3.01,7.99,4.08,5.8,4.17,3.5
Cytip,0.82,0.46,1.18,0.22,0.45,0.39,0.68,0.48,0.35,0.34,0.63,1.14
Olfm1,26.45,21.38,29.98,55.96,69.46,9.54,9.64,73.75,53.63,68.43,8,8.38
Acvr1c,4.04,2.31,4.71,0.45,0.83,1.24,2.41,0.45,0.56,0.72,0.26,0.43
Fcnb,0.13,0,0.08,0.1,0.1,0,0,0.05,0,0.4,0.05,0.08
Acvr1,18.83,10.62,23.15,8.34,13.93,12.38,19.72,7.47,8.89,10.04,10.72,12.84
Col5a1,28.78,16.49,41.94,12.51,23.03,16.72,32.64,22.6,18.03,21.93,27.98,20.96
Upp2,1.08,0.87,1.88,0.56,0.43,0.44,1.1,0.59,0.78,1.2,1.29,1.87
Lamc3,0.88,0.53,1.25,0.24,0.81,1.28,2.76,0.41,0.47,0.49,2.21,1.95
Fibcd1,0.38,0.2,0.25,0.08,0.19,0.06,0.07,0.16,0.22,0.11,0.05,0.04
Abl1,50.73,31.69,52.34,25.08,47.21,30.47,44.16,25.2,37.04,37.21,39.63,37.13
Fubp3,50.61,44.19,51.48,33.16,47.44,38.35,44.98,25.33,34.23,52.83,36.24,39.55
Tor1b,21.58,10.22,25.42,10.15,17.31,11.25,19.84,12.17,11.77,10.73,12.39,12.85
Tor1a,34.21,33.22,43.42,44.09,34.16,36.82,40.21,39.87,26.76,50.09,25.16,47.53
BC005624,43.59,32.82,49.45,32.38,47.99,42.21,53.7,46.06,46.03,42.65,42.89,45.28
Crat,15.66,11.82,14.57,10.41,16.97,8.35,12.69,12.4,13.6,14.89,9.56,11.83
Usp20,4.74,2.58,4.01,2.14,3.8,1.97,3.23,3.48,3.22,3.37,3.26,2.56
Dolpp1,16.37,10.85,13.93,11.33,13.19,9.33,12,11.49,13.57,14.08,11.43,12.15
Ntmt1,13.18,10.94,19.56,11.85,14.58,12.01,14.07,15.16,10.86,9.93,9.28,9.52
Miga2,8,7.71,9.51,5.68,7.74,6.45,9.34,8.18,6.94,7.36,10.6,6.75
Sh3glb2,23.62,17.31,26.61,25.19,36.87,21.04,27.8,41.28,34.45,33.81,16.76,20.04
Hspa5,673.32,723.11,810.48,464.59,550.53,851.21,746.95,598.98,580.11,589.99,915.27,891.86
Kynu,1.61,1.11,0.75,0.07,0.15,0,0.13,0.01,0,0.06,0.04,0.01
Gapvd1,44.39,27.65,49.83,24.97,54.13,26.23,41.34,28.41,48.63,54.31,32.43,35.68
Psmd5,30.91,26.29,44.82,37.94,44.02,30.97,38.03,42.26,32.66,36.41,16.77,34.91
Cutal,1.35,1.01,0.99,1.95,1.86,0.6,0.67,2.1,2.17,2.15,0.39,0.49
Zeb2,56.55,47.32,39.84,6.84,15.03,25.72,41.73,4.37,10.57,20.79,53.91,59.48
Phf19,5.38,3.57,3.46,11.67,22.33,3.32,5.65,17.22,21.61,21.68,3.81,3.94
Hc,0.02,0.07,0.02,0.02,0.03,0.14,0.01,0.08,0,0.17,0.21,0.13
Traf1,2.09,2.37,1.84,2,2.29,0.94,1.81,2.3,1.89,2.67,0.49,1.15
Rab14,151.78,112.34,166.8,109.57,158.58,102.45,167.91,117.43,187.85,247.63,97.68,136.25
Gsn,59.55,39.31,68.03,31.13,47.48,29.05,35.48,44.49,37.67,35.27,22.86,18.27
Stom,7.75,4.06,5.22,2.73,6.03,2.57,3.15,7.75,6.45,4.9,3.66,3.05
4930568D16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Dab2ip,24.16,16.86,28.04,12.49,26.45,20.76,32.19,13.97,20.49,27.49,28.65,26.77
Ttll11,2.25,0.89,0.83,0.12,1.2,6.04,0.54,2.88,0.59,0.1,7.24,0.36
Mrrf,27.02,12.63,35.84,19.42,30.85,17.73,31.9,34.05,19.87,24.44,18.56,32.48
Grb14,17.86,14.48,32.76,19.32,20.06,67.78,78.42,20.33,11.88,18.24,54.73,76.82
Rbm18,29.39,16.59,33.93,16.77,27.34,15.41,24.42,22.89,21.33,17.82,22.27,21.94
Lhx6,2.01,1.73,1.59,0.71,1.27,0.65,0.93,1.08,1.62,1.5,1.27,0.92
Gca,18.63,12.26,21.58,14.69,19.55,7.23,11.93,12.85,11.36,16.95,8.98,10.09
Morn5,0.34,0.29,0.3,0.31,0.29,0.1,0,1.11,0.29,0.79,0.46,0
Ndufa8,46.69,34.4,62.82,44.86,62.44,42.75,54.05,83.46,62.61,60.89,39.79,50.48
Ifih1,0.55,0.27,0.45,0.22,0.73,0.23,0.3,0.33,0.46,0.45,0.33,0.3
Slc4a10,0.11,0.05,0.04,0.01,0,0,0.06,0.01,0.02,0.02,0.06,0.05
Psmd14,84.94,91.29,96.73,122.05,100.2,138.71,94.82,102.74,114.77,168.35,109.2,146.38
Strbp,60.62,43.09,56.4,64.56,124.9,61.89,71.36,84.64,162.95,145.51,72.51,79.55
Wdr5,55.07,34.78,62.59,48.06,85.42,53.55,72.8,68.57,79.64,68.34,69.93,62.03
Brd3,78.54,62.7,81.93,42.7,85.24,57.51,74.79,33,52.78,71.57,84.79,66.56
Lcn4,0.31,0.13,0.27,0.08,0,0,0,0.06,0,0,0,0
Egfl7,37.72,23.06,50.53,14.67,26.45,16.06,27.26,22.88,16.31,16.37,13.2,16.05
Agpat2,11.88,7.07,11.67,9.46,11.33,6.33,7.98,16.16,11.15,11.47,8.25,8.7
Notch1,7.26,4.08,6.46,2.3,4.06,2.58,5.33,1.78,2.33,3.03,2.82,2.5
Sec16a,40.06,19.17,42.07,15.26,33.13,19.46,39.07,17.34,23.27,27.9,23.71,22.13
Inpp5e,10.67,6.78,12.08,5.56,8.15,4.97,6.92,7.1,8.3,7.65,6.12,5.91
Pmpca,84.84,51.95,91.7,50.26,88.09,63.03,90.02,58.42,72.39,64.43,68.51,73.24
Entr1,68.15,50.96,82.17,55.16,76.49,54.45,79.79,61.64,67.72,68.04,41.58,54.19
Card9,2.39,2.24,2.3,1.54,3.58,0.59,1.12,2.77,1.62,1.29,0.53,1.21
Gpsm1,27.76,22.73,31.66,17.42,20.32,17.89,22.41,16.21,14.71,19.34,13.82,16.23
1700019N19Rik,0,0.03,0,0.03,0,0.11,0,0,0,0,0.09,0.07
Nacc2,5.77,4.34,4.74,6.69,11.81,2.5,3.88,8.06,8.89,12.26,3.53,4.18
Camsap1,62.94,36.33,55.76,33.47,82.3,39.91,69.06,53.87,81.37,57.14,101.19,63.85
Lhx3,0.05,0.13,0.04,0,0.03,0.05,0.15,0.02,0,0,0.02,0.06
Lcn3,1.17,1.09,1.85,1.11,1.34,1.37,0.88,1.73,0.41,0.98,0.35,0.8
Lcn5,0,0,0,0,0,0,0,0,0,0,0,0
Fcna,0.26,0.22,0.37,0.06,0,0.07,0.04,0.61,0.08,0.2,0.12,0.19
Tmem141,15.1,13.12,13.67,21.89,18.42,8.7,8.37,32.8,17.16,25.23,10.25,9.32
Ccdc183,0.02,0,0,0.01,0.05,0,0.03,0.11,0.02,0.06,0.07,0.04
Mamdc4,1.28,16.29,1.2,0.5,0.54,9.55,1.21,0.6,0.53,21.96,0.3,8.91
Traf2,10.8,7.31,12.37,7.08,9.65,7.28,9.4,9.02,8.35,7.69,5.71,6.78
Lcn12,0,0.06,0,0,0,0,0.1,0,0,0.09,0,0
Abca2,4.61,2.16,4.67,4.97,10.16,5.18,6.73,7.22,10.45,10.72,4.35,4.75
Nmi,4.54,3.29,5,3.82,5.24,7.21,9.03,6.02,5.13,5.67,12.65,10.58
Neb,0.59,0.28,0.57,0.42,0.53,0.5,1.27,0.11,0.44,0.62,3.3,0.73
Sapcd2,5,2.46,5.25,3.93,6.49,4.19,8.49,3.03,2.31,3.07,3.42,4.06
Uap1l1,1.54,2.06,1.99,3.21,4.65,1.75,1.46,4.63,2.85,2.86,2.9,2.91
Dpp7,29.73,56.28,25.73,55.81,28.35,58.82,30.57,26.11,21.74,40.48,71.32,72.58
Grin1,0.06,0.08,0.34,0.02,0.17,0.02,0.14,0.13,0.24,0.07,0.48,0.26
Arl6ip6,52.17,45.01,59.47,35.89,64.12,44.46,65.65,44.74,50.89,46.73,60.3,51.16
Lrrc26,0,0,0,0,0,0,0,0.03,0,0,0,0
